"","PROV","fecha","num_def","num_casos","num_hosp","num_uci"
"189","33","2020-01-04",0,0,0,0
"190","34","2020-01-04",0,0,0,0
"191","35","2020-01-04",0,0,0,0
"192","36","2020-01-04",0,0,0,0
"193","37","2020-01-04",0,0,0,0
"194","38","2020-01-04",0,0,0,0
"195","39","2020-01-04",0,0,0,0
"196","40","2020-01-04",0,0,0,0
"197","41","2020-01-04",0,0,0,0
"198","42","2020-01-04",0,0,0,0
"199","43","2020-01-04",0,0,0,0
"200","44","2020-01-04",0,0,0,0
"201","45","2020-01-04",0,0,0,0
"202","46","2020-01-04",0,0,1,0
"203","47","2020-01-04",0,0,0,0
"204","48","2020-01-04",0,0,0,0
"205","49","2020-01-04",0,0,0,0
"206","50","2020-01-04",0,0,0,0
"207","51","2020-01-04",0,0,0,0
"208","52","2020-01-04",0,0,0,0
"209","01","2020-01-05",0,0,0,0
"210","02","2020-01-05",0,0,0,0
"211","03","2020-01-05",0,0,1,0
"212","04","2020-01-05",0,0,0,0
"213","05","2020-01-05",0,0,0,0
"214","06","2020-01-05",0,0,0,0
"215","07","2020-01-05",0,0,0,0
"216","08","2020-01-05",0,0,0,0
"217","09","2020-01-05",0,0,0,0
"218","10","2020-01-05",0,0,0,0
"219","11","2020-01-05",0,0,0,0
"220","12","2020-01-05",0,0,0,0
"221","13","2020-01-05",0,0,0,0
"222","14","2020-01-05",0,0,0,0
"223","15","2020-01-05",0,0,0,0
"224","16","2020-01-05",0,0,0,0
"225","17","2020-01-05",0,0,0,0
"226","18","2020-01-05",0,0,0,0
"227","19","2020-01-05",0,0,0,0
"228","20","2020-01-05",0,0,1,0
"229","21","2020-01-05",0,0,0,0
"230","22","2020-01-05",0,0,0,0
"231","23","2020-01-05",0,0,0,0
"232","24","2020-01-05",0,0,0,0
"233","25","2020-01-05",0,0,0,0
"234","26","2020-01-05",0,0,0,0
"235","27","2020-01-05",0,0,0,0
"236","28","2020-01-05",0,0,0,0
"237","29","2020-01-05",0,0,0,0
"238","30","2020-01-05",0,0,0,0
"239","31","2020-01-05",0,0,0,0
"240","32","2020-01-05",0,0,0,0
"241","33","2020-01-05",0,0,0,0
"242","34","2020-01-05",0,0,0,0
"243","35","2020-01-05",0,0,0,0
"244","36","2020-01-05",0,0,0,0
"245","37","2020-01-05",0,0,0,0
"246","38","2020-01-05",0,0,0,0
"247","39","2020-01-05",0,0,0,0
"248","40","2020-01-05",0,0,0,0
"249","41","2020-01-05",0,0,2,0
"250","42","2020-01-05",0,0,0,0
"251","43","2020-01-05",0,0,0,0
"252","44","2020-01-05",0,0,0,0
"253","45","2020-01-05",0,0,0,0
"254","46","2020-01-05",0,0,3,0
"255","47","2020-01-05",0,0,0,0
"256","48","2020-01-05",0,0,0,0
"257","49","2020-01-05",0,0,0,0
"258","50","2020-01-05",0,0,0,0
"259","51","2020-01-05",0,0,0,0
"260","52","2020-01-05",0,0,0,0
"261","01","2020-01-06",0,0,0,0
"262","02","2020-01-06",0,0,0,0
"263","03","2020-01-06",0,0,1,0
"264","04","2020-01-06",0,0,0,0
"265","05","2020-01-06",0,0,0,0
"266","06","2020-01-06",0,0,0,0
"267","07","2020-01-06",0,0,0,0
"268","08","2020-01-06",0,0,1,0
"269","09","2020-01-06",0,0,0,0
"270","10","2020-01-06",0,0,0,0
"271","11","2020-01-06",0,0,0,0
"272","12","2020-01-06",0,0,0,0
"273","13","2020-01-06",0,0,0,0
"274","14","2020-01-06",0,0,0,0
"275","15","2020-01-06",0,0,0,0
"276","16","2020-01-06",0,0,0,0
"277","17","2020-01-06",0,0,0,0
"278","18","2020-01-06",0,0,0,0
"279","19","2020-01-06",0,0,0,0
"280","20","2020-01-06",0,0,0,0
"281","21","2020-01-06",0,0,0,0
"282","22","2020-01-06",0,0,0,0
"283","23","2020-01-06",0,0,0,0
"284","24","2020-01-06",0,0,0,0
"285","25","2020-01-06",0,0,0,0
"286","26","2020-01-06",0,0,0,0
"287","27","2020-01-06",0,0,0,0
"288","28","2020-01-06",0,0,0,0
"289","29","2020-01-06",0,0,1,0
"290","30","2020-01-06",0,0,0,0
"291","31","2020-01-06",0,0,0,0
"292","32","2020-01-06",0,0,0,0
"293","33","2020-01-06",0,0,0,0
"294","34","2020-01-06",0,0,0,0
"295","35","2020-01-06",0,0,0,0
"296","36","2020-01-06",0,0,0,0
"297","37","2020-01-06",0,0,0,0
"298","38","2020-01-06",0,0,0,0
"299","39","2020-01-06",0,0,0,0
"300","40","2020-01-06",0,0,0,0
"301","41","2020-01-06",0,0,0,0
"302","42","2020-01-06",0,0,0,0
"303","43","2020-01-06",0,0,0,0
"304","44","2020-01-06",0,0,0,0
"305","45","2020-01-06",0,0,0,0
"306","46","2020-01-06",0,0,1,0
"307","47","2020-01-06",0,0,0,0
"308","48","2020-01-06",0,0,0,0
"309","49","2020-01-06",0,0,0,0
"310","50","2020-01-06",0,0,0,0
"311","51","2020-01-06",0,0,0,0
"312","52","2020-01-06",0,0,0,0
"313","01","2020-01-07",0,0,0,0
"314","02","2020-01-07",0,0,0,0
"315","03","2020-01-07",0,0,0,0
"316","04","2020-01-07",0,0,0,0
"317","05","2020-01-07",0,0,0,0
"318","06","2020-01-07",0,0,0,0
"319","07","2020-01-07",0,0,0,0
"320","08","2020-01-07",0,0,0,0
"321","09","2020-01-07",0,0,0,0
"322","10","2020-01-07",0,0,0,0
"323","11","2020-01-07",0,0,0,0
"324","12","2020-01-07",0,0,0,0
"325","13","2020-01-07",0,0,0,0
"326","14","2020-01-07",0,0,0,0
"327","15","2020-01-07",0,0,0,0
"328","16","2020-01-07",0,0,0,0
"329","17","2020-01-07",0,0,0,0
"330","18","2020-01-07",0,0,0,0
"331","19","2020-01-07",0,0,0,0
"332","20","2020-01-07",0,0,1,1
"333","21","2020-01-07",0,0,0,0
"334","22","2020-01-07",0,0,0,0
"335","23","2020-01-07",0,0,0,0
"336","24","2020-01-07",0,0,0,0
"337","25","2020-01-07",0,0,1,0
"338","26","2020-01-07",0,0,0,0
"339","27","2020-01-07",0,0,0,0
"340","28","2020-01-07",0,0,3,0
"341","29","2020-01-07",0,0,1,0
"342","30","2020-01-07",0,0,0,0
"343","31","2020-01-07",0,0,0,0
"344","32","2020-01-07",0,0,0,0
"345","33","2020-01-07",0,0,0,0
"346","34","2020-01-07",0,0,0,0
"347","35","2020-01-07",0,0,0,0
"348","36","2020-01-07",0,0,0,0
"349","37","2020-01-07",0,0,0,0
"350","38","2020-01-07",0,0,0,0
"351","39","2020-01-07",0,0,0,0
"352","40","2020-01-07",0,0,0,0
"353","41","2020-01-07",0,0,0,0
"354","42","2020-01-07",0,0,0,0
"355","43","2020-01-07",0,0,0,0
"356","44","2020-01-07",0,0,0,0
"357","45","2020-01-07",0,0,0,0
"358","46","2020-01-07",0,0,0,0
"359","47","2020-01-07",0,0,0,0
"360","48","2020-01-07",0,0,0,0
"361","49","2020-01-07",0,0,0,0
"362","50","2020-01-07",0,0,0,0
"363","51","2020-01-07",0,0,0,0
"364","52","2020-01-07",0,0,0,0
"365","01","2020-01-08",0,0,0,0
"366","02","2020-01-08",0,0,0,0
"367","03","2020-01-08",0,0,0,0
"368","04","2020-01-08",0,0,0,0
"369","05","2020-01-08",0,0,0,0
"370","06","2020-01-08",0,0,0,0
"371","07","2020-01-08",0,0,0,0
"372","08","2020-01-08",0,0,1,0
"373","09","2020-01-08",0,0,0,0
"374","10","2020-01-08",0,0,0,0
"375","11","2020-01-08",0,0,0,0
"376","12","2020-01-08",0,0,0,0
"377","13","2020-01-08",0,0,0,0
"378","14","2020-01-08",0,0,0,0
"379","15","2020-01-08",0,0,0,0
"380","16","2020-01-08",0,0,0,0
"381","17","2020-01-08",0,0,0,0
"382","18","2020-01-08",0,0,0,0
"383","19","2020-01-08",0,0,0,0
"384","20","2020-01-08",0,0,0,0
"385","21","2020-01-08",0,0,0,0
"386","22","2020-01-08",0,0,0,0
"387","23","2020-01-08",0,0,0,0
"388","24","2020-01-08",0,0,0,0
"389","25","2020-01-08",0,0,0,0
"390","26","2020-01-08",0,0,0,0
"391","27","2020-01-08",0,0,1,0
"392","28","2020-01-08",0,0,1,0
"393","29","2020-01-08",0,0,0,0
"394","30","2020-01-08",0,0,0,0
"395","31","2020-01-08",0,0,0,0
"396","32","2020-01-08",0,0,0,0
"397","33","2020-01-08",0,0,0,0
"398","34","2020-01-08",0,0,0,0
"399","35","2020-01-08",0,0,0,0
"400","36","2020-01-08",0,0,0,0
"401","37","2020-01-08",0,0,0,0
"402","38","2020-01-08",0,0,0,0
"403","39","2020-01-08",0,0,0,0
"404","40","2020-01-08",0,0,0,0
"405","41","2020-01-08",0,0,0,0
"406","42","2020-01-08",0,0,0,0
"407","43","2020-01-08",0,0,0,0
"408","44","2020-01-08",0,0,0,0
"409","45","2020-01-08",0,0,0,0
"410","46","2020-01-08",0,0,1,0
"411","47","2020-01-08",0,0,0,0
"412","48","2020-01-08",0,0,0,0
"413","49","2020-01-08",0,0,0,0
"414","50","2020-01-08",0,0,0,0
"415","51","2020-01-08",0,0,0,0
"416","52","2020-01-08",0,0,0,0
"417","01","2020-01-09",0,0,0,0
"418","02","2020-01-09",0,0,0,0
"419","03","2020-01-09",0,0,0,0
"420","04","2020-01-09",0,0,0,0
"421","05","2020-01-09",0,0,0,0
"422","06","2020-01-09",0,0,0,0
"423","07","2020-01-09",0,0,0,0
"424","08","2020-01-09",0,0,1,0
"425","09","2020-01-09",0,0,0,0
"426","10","2020-01-09",0,0,0,0
"427","11","2020-01-09",0,0,0,0
"428","12","2020-01-09",0,0,0,0
"429","13","2020-01-09",0,0,0,0
"430","14","2020-01-09",0,0,0,0
"431","15","2020-01-09",0,0,0,0
"432","16","2020-01-09",0,0,1,0
"433","17","2020-01-09",0,0,1,0
"434","18","2020-01-09",0,0,0,0
"435","19","2020-01-09",0,0,0,0
"436","20","2020-01-09",0,0,0,0
"437","21","2020-01-09",0,0,0,0
"438","22","2020-01-09",0,0,1,0
"439","23","2020-01-09",0,0,0,0
"440","24","2020-01-09",0,0,0,0
"441","25","2020-01-09",0,0,0,0
"442","26","2020-01-09",0,1,0,0
"443","27","2020-01-09",0,0,0,0
"444","28","2020-01-09",0,0,1,0
"445","29","2020-01-09",0,0,0,0
"446","30","2020-01-09",0,0,1,0
"447","31","2020-01-09",0,0,0,0
"448","32","2020-01-09",0,0,0,0
"449","33","2020-01-09",0,0,0,0
"450","34","2020-01-09",0,0,0,0
"451","35","2020-01-09",0,0,0,0
"452","36","2020-01-09",0,0,0,0
"453","37","2020-01-09",0,0,0,0
"454","38","2020-01-09",0,0,2,0
"455","39","2020-01-09",0,0,0,0
"456","40","2020-01-09",0,0,0,0
"457","41","2020-01-09",0,0,0,0
"458","42","2020-01-09",0,0,0,0
"459","43","2020-01-09",0,0,0,0
"460","44","2020-01-09",0,0,0,0
"461","45","2020-01-09",0,0,0,0
"462","46","2020-01-09",0,0,0,0
"463","47","2020-01-09",0,0,0,0
"464","48","2020-01-09",0,0,0,0
"465","49","2020-01-09",0,0,0,0
"466","50","2020-01-09",0,0,0,0
"467","51","2020-01-09",0,0,0,0
"468","52","2020-01-09",0,0,0,0
"469","01","2020-01-10",0,0,0,0
"470","02","2020-01-10",0,0,0,0
"471","03","2020-01-10",0,0,1,0
"472","04","2020-01-10",0,0,0,0
"473","05","2020-01-10",0,0,0,0
"474","06","2020-01-10",0,0,0,0
"475","07","2020-01-10",0,0,0,0
"476","08","2020-01-10",0,1,1,0
"477","09","2020-01-10",0,0,0,0
"478","10","2020-01-10",0,0,0,0
"479","11","2020-01-10",0,0,0,0
"480","12","2020-01-10",0,0,0,0
"481","13","2020-01-10",0,0,0,0
"482","14","2020-01-10",0,0,0,0
"483","15","2020-01-10",0,0,0,0
"484","16","2020-01-10",0,0,0,0
"485","17","2020-01-10",0,0,0,0
"486","18","2020-01-10",0,0,0,0
"487","19","2020-01-10",0,0,0,0
"488","20","2020-01-10",0,0,0,0
"489","21","2020-01-10",0,0,0,0
"490","22","2020-01-10",0,0,0,0
"491","23","2020-01-10",0,0,0,0
"492","24","2020-01-10",0,0,0,0
"493","25","2020-01-10",0,0,0,0
"494","26","2020-01-10",0,0,0,0
"495","27","2020-01-10",0,0,0,0
"496","28","2020-01-10",0,0,2,0
"497","29","2020-01-10",0,0,0,0
"498","30","2020-01-10",0,0,0,0
"499","31","2020-01-10",0,0,0,0
"500","32","2020-01-10",0,0,0,0
"501","33","2020-01-10",0,0,0,0
"502","34","2020-01-10",0,0,0,0
"503","35","2020-01-10",0,0,0,0
"504","36","2020-01-10",0,0,0,0
"505","37","2020-01-10",0,0,0,0
"506","38","2020-01-10",0,0,1,0
"507","39","2020-01-10",0,0,0,0
"508","40","2020-01-10",0,0,0,0
"509","41","2020-01-10",0,0,0,0
"510","42","2020-01-10",0,0,0,0
"511","43","2020-01-10",0,0,3,0
"512","44","2020-01-10",0,0,0,0
"513","45","2020-01-10",0,0,0,0
"514","46","2020-01-10",0,0,0,0
"515","47","2020-01-10",0,0,0,0
"516","48","2020-01-10",0,0,0,0
"517","49","2020-01-10",0,0,0,0
"518","50","2020-01-10",0,0,0,0
"519","51","2020-01-10",0,0,0,0
"520","52","2020-01-10",0,0,0,0
"521","01","2020-01-11",0,0,0,0
"522","02","2020-01-11",0,0,0,0
"523","03","2020-01-11",0,0,0,0
"524","04","2020-01-11",0,0,0,0
"525","05","2020-01-11",0,0,0,0
"526","06","2020-01-11",0,0,0,0
"527","07","2020-01-11",0,0,0,0
"528","08","2020-01-11",0,0,0,0
"529","09","2020-01-11",0,0,0,0
"530","10","2020-01-11",0,0,0,0
"531","11","2020-01-11",0,0,0,0
"532","12","2020-01-11",0,0,0,0
"533","13","2020-01-11",0,0,0,0
"534","14","2020-01-11",0,0,0,0
"535","15","2020-01-11",0,0,0,1
"536","16","2020-01-11",0,0,0,0
"537","17","2020-01-11",0,0,0,0
"538","18","2020-01-11",0,0,0,0
"539","19","2020-01-11",0,0,0,0
"540","20","2020-01-11",0,0,0,0
"541","21","2020-01-11",0,0,0,0
"542","22","2020-01-11",0,0,0,0
"543","23","2020-01-11",0,0,1,0
"544","24","2020-01-11",0,0,0,0
"545","25","2020-01-11",0,0,0,0
"546","26","2020-01-11",0,0,0,0
"547","27","2020-01-11",0,0,0,0
"548","28","2020-01-11",0,0,0,0
"549","29","2020-01-11",0,0,1,0
"550","30","2020-01-11",0,0,0,0
"551","31","2020-01-11",0,0,0,0
"552","32","2020-01-11",0,0,0,0
"553","33","2020-01-11",0,0,0,0
"554","34","2020-01-11",0,0,0,0
"555","35","2020-01-11",0,0,0,0
"556","36","2020-01-11",0,0,0,0
"557","37","2020-01-11",0,0,0,0
"558","38","2020-01-11",0,0,0,0
"559","39","2020-01-11",0,0,0,0
"560","40","2020-01-11",0,0,0,0
"561","41","2020-01-11",0,0,0,0
"562","42","2020-01-11",0,0,0,0
"563","43","2020-01-11",0,0,0,0
"564","44","2020-01-11",0,0,0,0
"565","45","2020-01-11",0,0,0,0
"566","46","2020-01-11",0,0,1,0
"567","47","2020-01-11",0,0,0,0
"568","48","2020-01-11",0,0,0,0
"569","49","2020-01-11",0,0,0,0
"570","50","2020-01-11",0,0,0,0
"571","51","2020-01-11",0,0,0,0
"572","52","2020-01-11",0,0,0,0
"573","01","2020-01-12",0,0,0,0
"574","02","2020-01-12",0,0,0,0
"575","03","2020-01-12",0,0,1,0
"576","04","2020-01-12",0,0,0,0
"577","05","2020-01-12",0,0,0,0
"578","06","2020-01-12",0,0,0,0
"579","07","2020-01-12",0,0,0,0
"580","08","2020-01-12",0,0,0,0
"581","09","2020-01-12",0,0,0,0
"582","10","2020-01-12",0,0,0,0
"583","11","2020-01-12",0,0,1,0
"584","12","2020-01-12",0,0,0,0
"585","13","2020-01-12",0,0,0,0
"586","14","2020-01-12",0,0,0,0
"587","15","2020-01-12",0,0,0,0
"588","16","2020-01-12",0,0,0,0
"589","17","2020-01-12",0,0,0,0
"590","18","2020-01-12",0,0,0,0
"591","19","2020-01-12",0,0,0,0
"592","20","2020-01-12",0,0,0,0
"593","21","2020-01-12",0,0,0,0
"594","22","2020-01-12",0,0,0,0
"595","23","2020-01-12",0,0,0,0
"596","24","2020-01-12",0,0,0,0
"597","25","2020-01-12",0,0,0,0
"598","26","2020-01-12",0,0,0,0
"599","27","2020-01-12",0,0,0,0
"600","28","2020-01-12",0,0,0,0
"601","29","2020-01-12",0,0,0,0
"602","30","2020-01-12",0,0,0,0
"603","31","2020-01-12",0,0,1,0
"604","32","2020-01-12",0,0,0,0
"605","33","2020-01-12",0,0,0,0
"606","34","2020-01-12",0,0,0,0
"607","35","2020-01-12",0,0,0,0
"608","36","2020-01-12",0,0,0,0
"609","37","2020-01-12",0,0,0,0
"610","38","2020-01-12",0,0,0,0
"611","39","2020-01-12",0,0,0,0
"612","40","2020-01-12",0,0,0,0
"613","41","2020-01-12",0,0,0,0
"614","42","2020-01-12",0,0,0,0
"615","43","2020-01-12",0,0,0,0
"616","44","2020-01-12",0,0,0,0
"617","45","2020-01-12",0,0,0,0
"618","46","2020-01-12",0,0,3,0
"619","47","2020-01-12",0,0,0,0
"620","48","2020-01-12",0,0,0,0
"621","49","2020-01-12",0,0,0,0
"622","50","2020-01-12",0,0,0,0
"623","51","2020-01-12",0,0,0,0
"624","52","2020-01-12",0,0,0,0
"625","01","2020-01-13",0,0,0,0
"626","02","2020-01-13",0,0,0,0
"627","03","2020-01-13",0,0,0,0
"628","04","2020-01-13",0,0,0,0
"629","05","2020-01-13",0,0,0,0
"630","06","2020-01-13",0,0,0,0
"631","07","2020-01-13",0,0,0,0
"632","08","2020-01-13",0,0,0,0
"633","09","2020-01-13",0,0,0,0
"634","10","2020-01-13",0,0,0,0
"635","11","2020-01-13",0,0,0,0
"636","12","2020-01-13",0,0,1,0
"637","13","2020-01-13",0,0,0,0
"638","14","2020-01-13",0,0,0,0
"639","15","2020-01-13",0,0,0,0
"640","16","2020-01-13",0,0,0,0
"641","17","2020-01-13",0,0,0,0
"642","18","2020-01-13",0,0,0,0
"643","19","2020-01-13",0,0,0,0
"644","20","2020-01-13",0,0,1,0
"645","21","2020-01-13",0,0,1,0
"646","22","2020-01-13",0,0,0,0
"647","23","2020-01-13",0,0,0,0
"648","24","2020-01-13",0,0,0,0
"649","25","2020-01-13",0,0,0,0
"650","26","2020-01-13",0,0,0,0
"651","27","2020-01-13",0,0,0,0
"652","28","2020-01-13",0,0,2,0
"653","29","2020-01-13",0,0,0,0
"654","30","2020-01-13",0,0,0,0
"655","31","2020-01-13",0,0,0,0
"656","32","2020-01-13",0,0,0,0
"657","33","2020-01-13",0,0,0,0
"658","34","2020-01-13",0,0,0,0
"659","35","2020-01-13",0,0,0,0
"660","36","2020-01-13",0,0,0,0
"661","37","2020-01-13",0,0,0,0
"662","38","2020-01-13",0,0,0,0
"663","39","2020-01-13",0,0,0,0
"664","40","2020-01-13",0,0,0,0
"665","41","2020-01-13",0,0,0,0
"666","42","2020-01-13",0,0,0,0
"667","43","2020-01-13",0,0,0,0
"668","44","2020-01-13",0,0,0,0
"669","45","2020-01-13",0,0,0,0
"670","46","2020-01-13",0,0,3,0
"671","47","2020-01-13",0,0,0,0
"672","48","2020-01-13",0,0,0,0
"673","49","2020-01-13",0,0,0,0
"674","50","2020-01-13",0,0,0,0
"675","51","2020-01-13",0,0,0,0
"676","52","2020-01-13",0,0,0,0
"677","01","2020-01-14",0,0,0,0
"678","02","2020-01-14",0,0,0,0
"679","03","2020-01-14",0,0,1,0
"680","04","2020-01-14",0,0,0,0
"681","05","2020-01-14",0,0,0,0
"682","06","2020-01-14",0,0,0,0
"683","07","2020-01-14",0,0,0,0
"684","08","2020-01-14",0,0,0,1
"685","09","2020-01-14",0,0,0,0
"686","10","2020-01-14",0,0,0,0
"687","11","2020-01-14",0,0,0,0
"688","12","2020-01-14",0,0,0,0
"689","13","2020-01-14",0,0,0,0
"690","14","2020-01-14",0,0,0,0
"691","15","2020-01-14",0,0,0,0
"692","16","2020-01-14",0,0,0,0
"693","17","2020-01-14",0,0,1,0
"694","18","2020-01-14",0,0,1,0
"695","19","2020-01-14",0,0,0,0
"696","20","2020-01-14",0,0,0,0
